applicant,patent_count,sample_count,mainfocus
山东中科伺易智能技术有限公司,2,2,山东中科伺易智能技术有限公司专注于伺服电机控制系统的创新，特别是在基于云端License的分布式控制架构和适用于人形机器人的高集成度、可维护性伺服电缸设计方面。其技术旨在提升系统实时响应能力、灵活性及可靠性，同时降低用户成本。
广汽零部件有限公司,2,2,广汽零部件有限公司专注于人形机器人自主换电系统及方法的研发，通过集成移动底盘、机械臂和智能控制技术，实现复杂环境下无人自动换电，提升系统的智能化程度、适应性和连续运行能力。
山东格橹特康复器具有限公司,2,2,山东格橹特康复器具有限公司专注于机械关节技术，特别是脚踝关节的设计与优化。其研究主攻方向为开发能够适应复杂地面、具备角度调节功能的脚踝关节，以提高人形机器人的稳定性和实用性。
重庆御传新能源科技有限公司,2,2,重庆御传新能源科技有限公司专注于人形机器人关节技术，主要研究方向包括高效散热的关节模组驱动机构和能够同时承受轴向力与径向力的双锥轴承设计，以提高设备使用寿命和性能。
杭州鑫柳树机器人科技有限公司,2,2,杭州鑫柳树机器人科技有限公司专注于开发适用于多种场景的轮式人形机器人及其相关组件，特别注重机器人的外观设计与模块化视觉嵌入支架的研发，以提升其在自动化实验、工业制造及家庭服务等领域的应用灵活性和功能性。
上海宝信软件股份有限公司,2,2,上海宝信软件股份有限公司专注于人形机器人视觉系统的自动标定技术，通过CSV配置文件控制机械臂移动至预设位姿，并同步采集相机图像、末端执行器位姿和关节角度数据，利用手眼标定算法计算相机与机械臂末端的变换矩阵，实现手眼标定数据的全自动批量采集。
杭州谱析光晶半导体科技有限公司,2,2,杭州谱析光晶半导体科技有限公司专注于人形机器人的外观设计，特别针对服务业应用，旨在通过优化机器人形状来替代人工处理家庭日常琐事。
江苏御传新能源科技有限公司,2,2,江苏御传新能源科技有限公司专注于人形机器人关节技术的研发，主要研究方向为高效散热的关节模组驱动机构和能够同时承受轴向力与径向力的双锥轴承设计，以提高设备使用寿命和润滑效果。
天津市商久盛源科技股份有限公司,2,2,天津市商久盛源科技股份有限公司专注于智能人形机器人的设计与开发，其产品广泛应用于家庭、小区、农业、工业、医疗、海域及航空航天等多个领域的服务、监控及安防。设计重点在于整体造型的创新。
航天智联(海南)科技有限公司,2,2,航天智联(海南)科技有限公司专注于人形机器人的外观设计与应用，特别注重机器人在智能助手、家庭服务及危险环境作业中的实用性与美观性结合。其设计强调独特的形状特征，以满足不同应用场景的需求。
广东女子职业技术学院,2,2,广东女子职业技术学院在机器人领域主要专注于人形机器人的外观设计，特别是其形状方面的创新。通过独特的设计理念，开发出具有特定主题和功能的人形机器人产品。
上海仙工智能科技股份有限公司,2,2,上海仙工智能科技股份有限公司专注于轮式人形机器人的外观设计与研发，注重机器人整体形状的创新和优化，以提升其智能化应用和用户体验。
宁波阿特曼传动有限公司,2,2,宁波阿特曼传动有限公司专注于高精度零侧隙减速器的研发，特别针对人形机器人关节应用。通过采用锥齿轮行星轮结构和创新的侧隙调节技术，实现高传动比、高承载能力和高传动精度，解决了现有减速器在机器人领域中的传动精度低及可重复性差的问题。
青岛里奥机器人技术有限公司,2,2,青岛里奥机器人技术有限公司专注于商用服务型人形机器人的研发，特别是在外观设计和内部结构优化方面。其代表性技术包括适用于银行、餐厅等商业场景的服务机器人外观设计，以及具有全封闭式安全结构的双足行走机器人，强调了结构简化与使用安全性。
合肥哈工慧拣智能科技有限公司,2,2,合肥哈工慧拣智能科技有限公司专注于智能双臂人形机器人的研发，重点在于提升机器人外观设计、网络连接能力及安全性。通过集成信息传输接口和急停保护机制，实现远程控制与调试，并确保在异常情况下能够迅速响应以保障操作安全。
河南摩西机械制造有限公司,2,2,河南摩西机械制造有限公司专注于研发压井机器人装置，主要通过设计单缸和双缸结构的压井机构，结合仿人形机器人技术，实现高效、自动化的出水功能。其核心技术在于利用主动驱动机构和多关节运动臂，提高出水效率并简化结构形式。
北京赛曙科技有限公司,2,2,北京赛曙科技有限公司专注于人形机器人的外观设计，特别是在科研教学和展示用途方面。其设计重点在于机器人的形状，以满足教育和演示的需求。
華夏技術學院,2,2,华夏技术学院专注于人形机器人的仿真科技，特别是在眼部动态模块系统方面。其核心技术在于利用轻量级遥控伺服马达实现眼球的2D运动和眼皮的上下摆动，以模拟真实情绪表达，增强机器人与环境或人物的互动性。
韩端国际教育科技(深圳)有限公司,2,2,韩端国际教育科技(深圳)有限公司专注于开发具有高度可定制性和互动性的多关节人形机器人，通过创新的伺服电机模块和可更换盔甲设计，实现多样化颜色变换与外观自定义，增强用户体验和教学应用价值。
东莞市博思电子数码科技有限公司,2,2,东莞市博思电子数码科技有限公司专注于人形机器人关键部件的创新设计，主要研究方向为提高马达结构的连接稳定性和传动可靠性，以及优化机器人内部布线的固定与管理方式，确保组件间的稳固连接和线路的安全布局。
龍華科技大學,2,2,龍華科技大學在机器人领域的研究主要集中在基于视觉的物体识别与交互技术，通过开发先进的图像处理算法使机器人能够准确识别并理解周围环境中的物体形状、颜色及位置信息，进而实现更自然的人机或机机互动。
黃成東,2,2,黃成東的研究主攻方向集中在开发具有高度互动性和可操控性的机器人系统，特别是通过集成微电脑控制板、传感器和多轴驱动技术来实现人形机器人的精确控制与自动化操作。其创新点在于设计了能够响应预设动作剧本并支持手动或自动模式切换的操作模块，以及无需穿戴即可远程操控的多轴人形机器人结构。
江苏晨光数控机床有限公司,2,2,江苏晨光数控机床有限公司专注于人形机器人关节驱动部件的高精度加工技术，主要研究方向为开发具备自动上下料功能的高效数控螺纹磨床和精密螺母车削中心，以提高生产效率和加工精度。
深圳市非凡三十工业设计有限公司,2,2,深圳市非凡三十工业设计有限公司专注于人形机器人移动充电电源及支架结构的设计与研发，通过内置无线充电线圈和可转动支架实现灵活多变的充电方式，提高充电稳定性和使用便捷性。
辛勒肯工业技术(上海)有限公司,2,2,辛勒肯工业技术(上海)有限公司专注于人形机器人伺服驱动器的高精度位置控制与高效节能技术，通过优化安装结构和定位机制，提高伺服驱动器在复杂环境下的稳定性和能效。
安徽云蛟科技有限公司,2,2,安徽云蛟科技有限公司专注于人形机器人的关节和执行器技术，主要研究方向为开发高自由度、自适应性强的线性执行器及高效散热的关节结构，以提升机器人动作灵活性和降低能耗。
